"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"5/28/2024","5/28/2024","5/29/2024","HOOD","HOOD 5/31/2024 Put $19.00","STO","5","$0.10","$49.83"
"5/28/2024","5/28/2024","5/29/2024","DNLI","Denali Therapeutics
CUSIP: 24823R105","Buy","100","$19.04","($1,904.24)"
"5/28/2024","5/28/2024","5/29/2024","JEPQ","J.P. Morgan Exchange-Traded Fund Trust JPMorgan Nasdaq Equity Premium Income ETF
CUSIP: 46654Q203","Buy","90","$54.42","($4,897.79)"
"5/28/2024","5/28/2024","5/29/2024","O","Realty Income
CUSIP: 756109104","Buy","50","$52.69","($2,634.32)"
"5/28/2024","5/28/2024","5/29/2024","O","Realty Income
CUSIP: 756109104","Buy","100","$52.68","($5,268.50)"
"5/28/2024","5/28/2024","5/29/2024","PFE","Pfizer
CUSIP: 717081103","Buy","100","$28.22","($2,822.50)"
"5/28/2024","5/28/2024","5/29/2024","PFE","Pfizer
CUSIP: 717081103","Buy","100","$28.20","($2,819.50)"
"5/28/2024","5/28/2024","5/29/2024","PFE","Pfizer
CUSIP: 717081103","Buy","8","$28.91","($231.28)"
"5/28/2024","5/28/2024","5/29/2024","PFE","Pfizer
CUSIP: 717081103","Buy","13","$28.91","($375.83)"
"5/28/2024","5/28/2024","5/29/2024","PFE","Pfizer
CUSIP: 717081103","Buy","37","$28.91","($1,069.67)"
"5/28/2024","5/28/2024","5/29/2024","PFE","Pfizer
CUSIP: 717081103","Buy","231","$28.91","($6,678.21)"
"5/28/2024","5/28/2024","5/29/2024","PFE","Pfizer
CUSIP: 717081103","Buy","11","$28.91","($318.01)"
"5/28/2024","5/28/2024","5/29/2024","PFE","Pfizer
CUSIP: 717081103","Buy","2","$28.88","($57.76)"
"5/24/2024","5/24/2024","5/29/2024","PFE","Pfizer
CUSIP: 717081103","Buy","100","$28.83","($2,883.00)"
"5/24/2024","5/24/2024","5/29/2024","PFE","Pfizer
CUSIP: 717081103","Buy","9","$28.83","($259.47)"
"5/24/2024","5/24/2024","5/29/2024","PFE","Pfizer
CUSIP: 717081103","Buy","91","$28.83","($2,623.53)"
"5/24/2024","5/24/2024","5/29/2024","PFE","Pfizer
CUSIP: 717081103","Buy","100","$28.83","($2,883.00)"
"5/24/2024","5/24/2024","5/29/2024","O","Realty Income
CUSIP: 756109104","Buy","50","$52.20","($2,610.00)"
"5/23/2024","5/23/2024","5/28/2024","SQ","Block
CUSIP: 852234103","Sell","170","$66.21","$11,255.37"
"5/23/2024","5/23/2024","5/28/2024","SQ","Block
CUSIP: 852234103","Sell","30","$66.21","$1,986.23"
"5/23/2024","5/23/2024","5/28/2024","SHOP","Shopify
CUSIP: 82509L107","Sell","100","$57.70","$5,769.82"
"5/23/2024","5/23/2024","5/23/2024","","Gold Subscription Fee","GOLD","","","($5.00)"
"5/22/2024","5/22/2024","5/24/2024","SQ","Block
CUSIP: 852234103","Buy","92","$67.36","($6,197.58)"
"5/22/2024","5/22/2024","5/24/2024","SQ","Block
CUSIP: 852234103","Buy","208","$67.36","($14,011.92)"
"5/22/2024","5/22/2024","5/24/2024","TLT","iShares 20+ Year Treasury Bond ETF
CUSIP: 464287432","Buy","50","$91.60","($4,579.75)"
"5/22/2024","5/22/2024","5/24/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Sell","691","$19.90","$13,750.40"
"5/22/2024","5/22/2024","5/24/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Sell","309","$19.90","$6,148.87"
"5/22/2024","5/22/2024","5/23/2024","AMD","AMD 7/19/2024 Call $165.00","STC","1","$11.07","$1,106.92"
"5/22/2024","5/22/2024","5/24/2024","BABA","Alibaba
CUSIP: 01609W102","Sell","100","$83.52","$8,351.24"
"5/22/2024","5/22/2024","5/24/2024","FTAI","FTAI Aviation
CUSIP: G3730V105","Sell","10","$82.61","$826.07"
"5/22/2024","5/22/2024","5/24/2024","HBM","Hudbay Minerals
CUSIP: 443628102","Sell","200","$9.40","$1,878.91"
"5/22/2024","5/22/2024","5/24/2024","SHOP","Shopify
CUSIP: 82509L107","Buy","100","$59.18","($5,917.94)"
"5/21/2024","5/21/2024","5/22/2024","AMD","AMD 7/19/2024 Call $165.00","BTO","1","$10.95","($1,095.03)"
"5/21/2024","5/21/2024","5/23/2024","AMD","AMD
CUSIP: 007903107","Sell","40","$164.52","$6,580.78"
"5/20/2024","5/20/2024","5/22/2024","NVCR","NovoCure
CUSIP: G6674U108","Sell","180","$24.31","$4,375.75"
"5/20/2024","5/20/2024","5/21/2024","NVDA","NVDA 5/24/2024 Put $945.00","STC","1","$41.45","$4,144.92"
"5/20/2024","5/20/2024","5/21/2024","NVDA","NVDA 5/24/2024 Put $945.00","BTO","1","$42.00","($4,200.03)"
"5/20/2024","5/20/2024","5/21/2024","HOOD","HOOD 1/16/2026 Call $17.00","STC","1","$7.87","$786.95"
"5/20/2024","5/20/2024","5/21/2024","HOOD","HOOD 1/16/2026 Call $17.00","STC","1","$7.86","$785.95"
"5/20/2024","5/20/2024","5/21/2024","HOOD","HOOD 1/16/2026 Call $17.00","STC","1","$7.88","$787.95"
"5/17/2024","5/17/2024","5/20/2024","TSLA","TSLA 5/17/2024 Call $175.00","STC","1","$0.77","$76.95"
"5/16/2024","5/16/2024","5/17/2024","HOOD","HOOD 1/16/2026 Call $17.00","BTO","1","$6.80","($680.03)"
"5/16/2024","5/16/2024","5/17/2024","HOOD","HOOD 1/16/2026 Call $17.00","BTO","2","$6.80","($1,360.06)"
"5/16/2024","5/16/2024","5/20/2024","NSYS","Nortech Systems
CUSIP: 656553104","Sell","13","$11.54","$150.02"
"5/16/2024","5/16/2024","5/20/2024","NSYS","Nortech Systems
CUSIP: 656553104","Sell","20","$11.53","$230.60"
"5/16/2024","5/16/2024","5/20/2024","NSYS","Nortech Systems
CUSIP: 656553104","Sell","9","$11.55","$103.95"
"5/16/2024","5/16/2024","5/20/2024","NSYS","Nortech Systems
CUSIP: 656553104","Sell","100","$11.58","$1,157.97"
"5/16/2024","5/16/2024","5/20/2024","NSYS","Nortech Systems
CUSIP: 656553104","Sell","15","$11.61","$174.15"
"5/16/2024","5/16/2024","5/20/2024","NSYS","Nortech Systems
CUSIP: 656553104","Sell","14","$11.60","$162.40"
"5/16/2024","5/16/2024","5/20/2024","NSYS","Nortech Systems
CUSIP: 656553104","Sell","8","$11.63","$93.04"
"5/16/2024","5/16/2024","5/20/2024","NSYS","Nortech Systems
CUSIP: 656553104","Sell","3","$11.61","$34.83"
"5/16/2024","5/16/2024","5/20/2024","NSYS","Nortech Systems
CUSIP: 656553104","Sell","5","$11.58","$57.90"
"5/16/2024","5/16/2024","5/20/2024","NSYS","Nortech Systems
CUSIP: 656553104","Sell","5","$11.58","$57.90"
"5/16/2024","5/16/2024","5/20/2024","NSYS","Nortech Systems
CUSIP: 656553104","Sell","13","$11.56","$150.28"
"5/16/2024","5/16/2024","5/20/2024","NSYS","Nortech Systems
CUSIP: 656553104","Sell","44","$11.56","$508.63"
"5/16/2024","5/16/2024","5/20/2024","NSYS","Nortech Systems
CUSIP: 656553104","Sell","1","$11.55","$11.55"
"5/16/2024","5/16/2024","5/20/2024","DNLI","Denali Therapeutics
CUSIP: 24823R105","Sell","301","$20.50","$6,170.40"
"5/16/2024","5/16/2024","5/20/2024","DNLI","Denali Therapeutics
CUSIP: 24823R105","Sell","200","$20.58","$4,115.93"
"5/16/2024","5/16/2024","5/20/2024","NSYS","Nortech Systems
CUSIP: 656553104","Sell","250","$11.60","$2,899.66"
"5/16/2024","5/16/2024","5/20/2024","CRSP","CRISPR
CUSIP: H17182108","Sell","50","$55.71","$2,785.47"
"5/16/2024","5/16/2024","5/20/2024","BABA","Alibaba
CUSIP: 01609W102","Buy","50","$86.62","($4,331.25)"
"5/16/2024","5/16/2024","5/20/2024","BABA","Alibaba
CUSIP: 01609W102","Buy","50","$86.62","($4,330.98)"
"5/16/2024","5/16/2024","5/17/2024","TSLA","TSLA 5/17/2024 Call $175.00","BTO","1","$1.86","($186.03)"
"5/16/2024","5/16/2024","5/20/2024","O","Realty Income
CUSIP: 756109104
Dividend Reinvestment","Buy","0.466594","$55.08","($25.70)"
"5/16/2024","5/16/2024","5/17/2024","TSLA","TSLA 5/17/2024 Put $172.50","STC","1","$2.25","$224.95"
"5/16/2024","5/16/2024","5/17/2024","TSLA","TSLA 5/17/2024 Put $172.50","STC","1","$2.25","$224.95"
"5/16/2024","5/16/2024","5/17/2024","TSLA","TSLA 5/17/2024 Put $172.50","STC","1","$2.25","$224.95"
"5/16/2024","5/16/2024","5/17/2024","TSLA","TSLA 5/17/2024 Put $172.50","BTO","3","$1.93","($579.09)"
"5/16/2024","5/16/2024","5/20/2024","O","Realty Income
CUSIP: 756109104","Buy","100","$55.29","($5,529.00)"
"5/16/2024","5/16/2024","5/20/2024","PFE","Pfizer
CUSIP: 717081103","Buy","179","$28.85","($5,164.15)"
"5/16/2024","5/16/2024","5/20/2024","SPY","SPDR S&P 500 ETF
CUSIP: 78462F103","Buy","1","$530.62","($530.62)"
"5/16/2024","5/16/2024","5/20/2024","PFE","Pfizer
CUSIP: 717081103","Buy","1","$28.85","($28.85)"
"5/16/2024","5/16/2024","5/20/2024","PFE","Pfizer
CUSIP: 717081103","Buy","20","$28.85","($577.00)"
"5/15/2024","5/15/2024","5/15/2024","O","Cash Div: R/D 2024-05-01 P/D 2024-05-15 - 100 shares at 0.257","CDIV","","","$25.70"
"5/15/2024","5/15/2024","5/17/2024","FTAI","FTAI Aviation
CUSIP: G3730V105","Buy","1","$79.96","($79.96)"
"5/15/2024","5/15/2024","5/17/2024","FTAI","FTAI Aviation
CUSIP: G3730V105","Buy","9","$79.96","($719.64)"
"5/15/2024","5/15/2024","5/17/2024","HBM","Hudbay Minerals
CUSIP: 443628102","Buy","200","$10.02","($2,005.00)"
"5/15/2024","5/15/2024","5/17/2024","NSYS","Nortech Systems
CUSIP: 656553104","Buy","500","$12.60","($6,300.00)"
"5/15/2024","5/15/2024","5/17/2024","NVCR","NovoCure
CUSIP: G6674U108","Buy","200","$21.17","($4,233.88)"
"5/15/2024","5/15/2024","5/17/2024","PFE","Pfizer
CUSIP: 717081103","Buy","60","$28.72","($1,723.50)"
"5/15/2024","5/15/2024","5/17/2024","SNOW","Snowflake
CUSIP: 833445109","Sell","100","$160.39","$16,038.50"
"5/15/2024","5/15/2024","5/16/2024","SNOW","SNOW 5/17/2024 Call $170.00","BTC","1","$0.15","($15.03)"
"5/15/2024","5/15/2024","5/16/2024","","ACH Withdrawal","ACH","","","($3,000.00)"
"5/15/2024","5/15/2024","5/17/2024","BTI","British American Tobacco p.l.c. American Depositary Shares, American Depositary Shares, each representing one Ordinary Share
CUSIP: 110448107","Sell","1","$31.39","$31.39"
"5/15/2024","5/15/2024","5/17/2024","BCE","BCE
CUSIP: 05534B760","Sell","1","$34.14","$34.14"
"5/15/2024","5/15/2024","5/17/2024","EGO","Eldorado Gold
CUSIP: 284902509","Sell","101","$14.76","$1,491.12"
"5/15/2024","5/15/2024","5/17/2024","AMC","AMC Entertainment
CUSIP: 00165C302","Sell","251","$6.72","$1,686.66"
"5/15/2024","5/15/2024","5/17/2024","SOFI","SoFi Technologies
CUSIP: 83406F102","Sell","800","$7.48","$5,983.82"
"5/15/2024","5/15/2024","5/17/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","250","$18.30","($4,575.00)"
"5/15/2024","5/15/2024","5/17/2024","BA","Boeing
CUSIP: 097023105","Sell","64","$178.40","$11,417.49"
"5/15/2024","5/15/2024","5/17/2024","BA","Boeing
CUSIP: 097023105","Sell","36","$178.45","$6,424.14"
"5/14/2024","5/14/2024","5/16/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","250","$18.05","($4,512.50)"
"5/14/2024","5/14/2024","5/16/2024","SAVE","Spirit Airlines
CUSIP: 848577102","Sell","300","$4.79","$1,437.35"
"5/14/2024","5/14/2024","5/16/2024","AMC","AMC Entertainment
CUSIP: 00165C302","Sell","250","$9.97","$2,492.47"
"5/14/2024","5/14/2024","5/15/2024","SQ","SQ 5/17/2024 Put $66.00","BTC","1","$0.10","($10.03)"
"5/14/2024","5/14/2024","5/15/2024","SQ","SQ 5/17/2024 Put $68.00","BTC","1","$0.25","($25.03)"
"5/14/2024","5/14/2024","5/15/2024","SQ","SQ 5/17/2024 Put $68.00","BTC","1","$0.25","($25.03)"
"5/14/2024","5/14/2024","5/15/2024","TSLA","TSLA 5/17/2024 Call $180.00","STC","1","$1.83","$182.95"
"5/14/2024","5/14/2024","5/15/2024","TSLA","TSLA 5/17/2024 Call $180.00","STC","1","$1.83","$182.95"
"5/14/2024","5/14/2024","5/15/2024","TSLA","TSLA 5/17/2024 Call $180.00","BTO","1","$1.42","($142.03)"
"5/14/2024","5/14/2024","5/15/2024","TSLA","TSLA 5/17/2024 Call $180.00","BTO","1","$1.42","($142.03)"
"5/14/2024","5/14/2024","5/15/2024","HOOD","HOOD 5/17/2024 Call $19.00","BTC","5","$0.37","($185.15)"
"5/13/2024","5/13/2024","5/13/2024","","Interest Payment","INT","","","$198.36"
"5/13/2024","5/13/2024","5/15/2024","AMC","AMC Entertainment
CUSIP: 00165C302","Sell","500","$6.03","$3,014.89"
"5/13/2024","5/13/2024","5/14/2024","SQ","SQ 5/17/2024 Put $66.00","STO","1","$0.30","$29.95"
"5/13/2024","5/13/2024","5/14/2024","SQ","SQ 5/17/2024 Put $68.00","STO","1","$0.75","$74.95"
"5/13/2024","5/13/2024","5/14/2024","SQ","SQ 5/17/2024 Put $68.00","STO","1","$0.75","$74.95"
"5/13/2024","5/13/2024","5/14/2024","HOOD","HOOD 5/17/2024 Call $19.00","STO","5","$0.19","$94.83"
"5/13/2024","5/13/2024","5/14/2024","SNOW","SNOW 5/17/2024 Call $170.00","STO","1","$0.41","$40.95"
"5/13/2024","5/13/2024","5/15/2024","AMC","AMC Entertainment
CUSIP: 00165C302","Buy","100","$3.26","($325.99)"
"5/13/2024","5/13/2024","5/15/2024","AMC","AMC Entertainment
CUSIP: 00165C302","Buy","100","$3.26","($325.90)"
"5/13/2024","5/13/2024","5/15/2024","AMC","AMC Entertainment
CUSIP: 00165C302","Buy","99","$3.25","($321.75)"
"5/13/2024","5/13/2024","5/15/2024","AMC","AMC Entertainment
CUSIP: 00165C302","Buy","100","$3.26","($325.90)"
"5/13/2024","5/13/2024","5/15/2024","AMC","AMC Entertainment
CUSIP: 00165C302","Buy","143","$3.25","($464.75)"
"5/13/2024","5/13/2024","5/15/2024","AMC","AMC Entertainment
CUSIP: 00165C302","Buy","5","$3.25","($16.25)"
"5/13/2024","5/13/2024","5/15/2024","AMC","AMC Entertainment
CUSIP: 00165C302","Buy","120","$3.26","($391.19)"
"5/13/2024","5/13/2024","5/15/2024","AMC","AMC Entertainment
CUSIP: 00165C302","Buy","250","$3.25","($812.50)"
"5/13/2024","5/13/2024","5/15/2024","AMC","AMC Entertainment
CUSIP: 00165C302","Buy","83","$3.26","($270.58)"
"5/10/2024","5/10/2024","5/13/2024","","ACH Deposit","ACH","","","$5,100.00"
"5/9/2024","5/9/2024","5/13/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","200","$17.22","($3,443.76)"
"5/9/2024","5/9/2024","5/13/2024","SAVE","Spirit Airlines
CUSIP: 848577102","Buy","300","$3.76","($1,128.00)"
"5/9/2024","5/9/2024","5/13/2024","EGO","Eldorado Gold
CUSIP: 284902509","Buy","100","$15.20","($1,520.00)"
"5/9/2024","5/9/2024","5/13/2024","AMC","AMC Entertainment
CUSIP: 00165C302","Buy","1","$3.02","($3.02)"
"5/9/2024","5/9/2024","5/13/2024","EGO","Eldorado Gold
CUSIP: 284902509","Buy","1","$15.20","($15.20)"
"5/9/2024","5/9/2024","5/13/2024","TLT","iShares 20+ Year Treasury Bond ETF
CUSIP: 464287432","Buy","40","$89.95","($3,598.00)"
"5/9/2024","5/9/2024","5/13/2024","TLT","iShares 20+ Year Treasury Bond ETF
CUSIP: 464287432","Buy","10","$90.04","($900.40)"
"5/8/2024","5/8/2024","5/9/2024","SNOW","SNOW 5/10/2024 Put $157.50","BTC","1","$1.86","($186.03)"
"5/8/2024","5/8/2024","5/9/2024","TSLA","TSLA 5/10/2024 Put $165.00","STC","2","$0.61","$121.92"
"5/7/2024","5/7/2024","5/9/2024","JEPQ","J.P. Morgan Exchange-Traded Fund Trust JPMorgan Nasdaq Equity Premium Income ETF
CUSIP: 46654Q203
Dividend Reinvestment","Buy","2.501784","$53.25","($133.22)"
"5/7/2024","5/7/2024","5/8/2024","SNOW","SNOW 5/10/2024 Put $157.50","STO","1","$1.60","$159.95"
"5/7/2024","5/7/2024","5/9/2024","SNOW","Snowflake
CUSIP: 833445109","Buy","80","$159.88","($12,790.38)"
"5/7/2024","5/7/2024","5/8/2024","TSLA","TSLA 5/10/2024 Put $165.00","BTO","2","$0.29","($58.06)"
"5/7/2024","5/7/2024","5/9/2024","PFE","Pfizer
CUSIP: 717081103","Buy","40","$28.36","($1,134.60)"
"5/7/2024","5/7/2024","5/8/2024","","ACH Deposit","ACH","","","$1,000.00"
"5/6/2024","5/6/2024","5/6/2024","JEPQ","Cash Div: R/D 2024-05-02 P/D 2024-05-06 - 308.999214 shares at 0.43112","CDIV","","","$133.22"
"5/6/2024","5/6/2024","5/6/2024","SCHD","Stock Lending","SLIP","","","$0.01"
"5/6/2024","5/6/2024","5/6/2024","NSYS","Stock Lending","SLIP","","","$0.01"
"5/6/2024","5/6/2024","5/6/2024","NIO","Stock Lending","SLIP","","","$0.01"
"5/6/2024","5/6/2024","5/6/2024","SOFI","Stock Lending","SLIP","","","$0.01"
"5/6/2024","5/6/2024","5/6/2024","DNLI","Stock Lending","SLIP","","","$0.01"
"5/6/2024","5/6/2024","5/6/2024","KIRK","Stock Lending","SLIP","","","$0.01"
"5/6/2024","5/6/2024","5/6/2024","QQQ","Stock Lending","SLIP","","","$0.01"
"5/6/2024","5/6/2024","5/6/2024","JEPQ","Stock Lending","SLIP","","","$0.01"
"5/6/2024","5/6/2024","5/8/2024","CRSP","CRISPR
CUSIP: H17182108","Buy","50","$56.24","($2,812.23)"
"5/6/2024","5/6/2024","5/7/2024","SQ","SQ 5/10/2024 Put $67.00","BTC","5","$0.31","($155.15)"
"5/6/2024","5/6/2024","5/8/2024","BTI","British American Tobacco p.l.c. American Depositary Shares, American Depositary Shares, each representing one Ordinary Share
CUSIP: 110448107","Buy","1","$30.00","($30.00)"
"5/6/2024","5/6/2024","5/8/2024","PFE","Pfizer
CUSIP: 717081103","Buy","1","$27.91","($27.91)"
"5/6/2024","5/6/2024","5/8/2024","BCE","BCE
CUSIP: 05534B760","Buy","1","$33.88","($33.88)"
"5/3/2024","5/3/2024","5/6/2024","SQ","SQ 5/10/2024 Put $67.00","STO","2","$0.77","$153.92"
"5/3/2024","5/3/2024","5/6/2024","SQ","SQ 5/10/2024 Put $67.00","STO","3","$0.77","$230.89"
"5/3/2024","5/3/2024","5/7/2024","SCHD","Schwab US Dividend Equity ETF
CUSIP: 808524797","Buy","100","$77.88","($7,787.50)"
"5/3/2024","5/3/2024","5/7/2024","NET","Cloudflare
CUSIP: 18915M107","Buy","20","$74.47","($1,489.40)"
"5/3/2024","5/3/2024","5/7/2024","NET","Cloudflare
CUSIP: 18915M107","Buy","30","$74.54","($2,236.20)"
"5/3/2024","5/3/2024","5/7/2024","JEPQ","J.P. Morgan Exchange-Traded Fund Trust JPMorgan Nasdaq Equity Premium Income ETF
CUSIP: 46654Q203","Buy","100","$52.65","($5,264.56)"
"5/3/2024","5/3/2024","5/7/2024","O","Realty Income
CUSIP: 756109104","Buy","100","$55.11","($5,510.99)"
"5/3/2024","5/3/2024","5/6/2024","NET","NET 5/10/2024 Put $74.00","BTC","1","$2.14","($214.03)"
"5/3/2024","5/3/2024","5/6/2024","NET","NET 5/10/2024 Put $74.00","BTC","1","$2.14","($214.03)"
"5/3/2024","5/3/2024","5/6/2024","NET","NET 5/10/2024 Put $74.00","BTC","1","$2.14","($214.03)"
"5/3/2024","5/3/2024","5/7/2024","SCHD","Schwab US Dividend Equity ETF
CUSIP: 808524797","Buy","30","$78.11","($2,343.30)"
"5/3/2024","5/3/2024","5/7/2024","AAPL","Apple
CUSIP: 037833100","Sell","10","$184.14","$1,841.38"
"5/3/2024","5/3/2024","5/7/2024","SQ","Block
CUSIP: 852234103","Sell","200","$74.06","$14,810.85"
"5/3/2024","5/3/2024","5/6/2024","NET","NET 5/10/2024 Put $74.00","STO","3","$2.11","$632.89"
"5/3/2024","5/3/2024","5/6/2024","SQ","SQ 5/3/2024 Call $74.00","BTC","2","$2.02","($404.06)"
"5/3/2024","5/3/2024","5/6/2024","SQ","SQ 5/3/2024 Put $63.00","BTC","4","$0.03","($12.12)"
"5/3/2024","5/3/2024","5/6/2024","SQ","SQ 5/3/2024 Put $63.00","BTC","1","$0.03","($3.03)"
"5/2/2024","5/2/2024","5/3/2024","TSLA","TSLA 5/10/2024 Put $157.50","BTC","1","$0.30","($30.03)"
"5/2/2024","5/2/2024","5/3/2024","TSLA","TSLA 5/10/2024 Put $157.50","BTC","1","$0.30","($30.03)"
"5/2/2024","5/2/2024","5/3/2024","SQ","SQ 5/3/2024 Call $74.00","STO","2","$2.21","$441.92"
"5/2/2024","5/2/2024","5/3/2024","SQ","SQ 5/3/2024 Call $70.00","BTC","2","$3.90","($780.06)"
"5/2/2024","5/2/2024","5/3/2024","TSLA","TSLA 5/10/2024 Put $157.50","STO","2","$0.56","$111.92"
"5/2/2024","5/2/2024","5/6/2024","AMD","AMD
CUSIP: 007903107","Buy","10","$141.55","($1,415.50)"
"5/1/2024","5/1/2024","5/2/2024","AMD","AMD 5/3/2024 Put $143.00","BTC","1","$2.44","($244.03)"
"5/1/2024","5/1/2024","5/3/2024","SOFI","SoFi Technologies
CUSIP: 83406F102","Buy","60","$6.93","($415.64)"
"5/1/2024","5/1/2024","5/2/2024","SQ","SQ 5/3/2024 Call $70.00","STO","2","$3.05","$609.92"
"5/1/2024","5/1/2024","5/2/2024","SQ","SQ 5/3/2024 Put $63.00","STO","5","$2.32","$1,159.83"
"5/1/2024","5/1/2024","5/2/2024","AMD","AMD 5/3/2024 Put $143.00","STO","1","$1.14","$113.95"
"5/1/2024","5/1/2024","5/3/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","10","$16.56","($165.60)"
"5/1/2024","5/1/2024","5/3/2024","SQ","Block
CUSIP: 852234103","Buy","11","$68.24","($750.64)"
"5/1/2024","5/1/2024","5/3/2024","SQ","Block
CUSIP: 852234103","Buy","50","$68.19","($3,409.50)"
"5/1/2024","5/1/2024","5/3/2024","SQ","Block
CUSIP: 852234103","Buy","50","$68.19","($3,409.50)"
"5/1/2024","5/1/2024","5/3/2024","SQ","Block
CUSIP: 852234103","Buy","20","$68.17","($1,363.40)"
"5/1/2024","5/1/2024","5/3/2024","SQ","Block
CUSIP: 852234103","Buy","20","$68.11","($1,362.20)"
"5/1/2024","5/1/2024","5/3/2024","SQ","Block
CUSIP: 852234103","Buy","5","$68.14","($340.70)"
"5/1/2024","5/1/2024","5/3/2024","SQ","Block
CUSIP: 852234103","Buy","5","$68.16","($340.80)"
"5/1/2024","5/1/2024","5/3/2024","SQ","Block
CUSIP: 852234103","Buy","5","$68.12","($340.60)"
"5/1/2024","5/1/2024","5/3/2024","SQ","Block
CUSIP: 852234103","Buy","20","$68.21","($1,364.20)"
"5/1/2024","5/1/2024","5/3/2024","SQ","Block
CUSIP: 852234103","Buy","14","$68.00","($952.00)"
"5/1/2024","5/1/2024","5/3/2024","QQQ","Invesco QQQ
CUSIP: 46090E103","Buy","1","$422.11","($422.11)"
"5/1/2024","5/1/2024","5/3/2024","SOFI","SoFi Technologies
CUSIP: 83406F102","Buy","20","$6.67","($133.40)"
"5/1/2024","5/1/2024","5/3/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","50","$16.26","($813.00)"
"4/30/2024","4/30/2024","4/30/2024","","Interest Payment","INT","","","$274.46"
"4/29/2024","4/29/2024","5/1/2024","JEPQ","J.P. Morgan Exchange-Traded Fund Trust JPMorgan Nasdaq Equity Premium Income ETF
CUSIP: 46654Q203","Buy","50","$52.78","($2,639.00)"
"4/29/2024","4/29/2024","5/1/2024","SCHD","Schwab US Dividend Equity ETF
CUSIP: 808524797","Buy","20","$77.82","($1,556.30)"
"4/26/2024","4/26/2024","4/29/2024","TSLA","TSLA 4/26/2024 Call $160.00","OASGN","2","",""
"4/26/2024","4/26/2024","4/30/2024","TSLA","Tesla
CUSIP: 88160R101
2 TSLA Options Assigned","Sell","200","$160.00","$31,999.71"
"4/26/2024","4/26/2024","4/29/2024","TSLA","TSLA 4/26/2024 Call $157.50","OASGN","3","",""
"4/26/2024","4/26/2024","4/30/2024","TSLA","Tesla
CUSIP: 88160R101
3 TSLA Options Assigned","Sell","300","$157.50","$47,249.57"
"4/25/2024","4/25/2024","4/29/2024","DNLI","Denali Therapeutics
CUSIP: 24823R105","Buy","3","$14.69","($44.06)"
"4/25/2024","4/25/2024","4/29/2024","DNLI","Denali Therapeutics
CUSIP: 24823R105","Buy","197","$14.69","($2,893.73)"
"4/25/2024","4/25/2024","4/29/2024","DNLI","Denali Therapeutics
CUSIP: 24823R105","Buy","100","$14.69","($1,468.90)"
"4/25/2024","4/25/2024","4/29/2024","DNLI","Denali Therapeutics
CUSIP: 24823R105","Buy","100","$14.69","($1,469.00)"
"4/25/2024","4/25/2024","4/29/2024","DNLI","Denali Therapeutics
CUSIP: 24823R105","Buy","100","$14.68","($1,468.00)"
"4/25/2024","4/25/2024","4/29/2024","BA","Boeing
CUSIP: 097023105","Buy","100","$161.69","($16,168.99)"
"4/25/2024","4/25/2024","4/29/2024","QQQ","Invesco QQQ
CUSIP: 46090E103","Buy","5","$419.98","($2,099.93)"
"4/25/2024","4/25/2024","4/29/2024","DNLI","Denali Therapeutics
CUSIP: 24823R105","Buy","1","$15.25","($15.25)"
"4/25/2024","4/25/2024","4/29/2024","JEPQ","J.P. Morgan Exchange-Traded Fund Trust JPMorgan Nasdaq Equity Premium Income ETF
CUSIP: 46654Q203","Buy","10","$51.49","($514.90)"
"4/24/2024","4/24/2024","4/26/2024","AMD","AMD
CUSIP: 007903107","Buy","10","$149.43","($1,494.30)"
"4/24/2024","4/24/2024","4/26/2024","AMD","AMD
CUSIP: 007903107","Buy","10","$149.43","($1,494.30)"
"4/24/2024","4/24/2024","4/26/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","10","$17.18","($171.80)"
"4/24/2024","4/24/2024","4/26/2024","JEPQ","J.P. Morgan Exchange-Traded Fund Trust JPMorgan Nasdaq Equity Premium Income ETF
CUSIP: 46654Q203","Buy","10","$51.80","($517.99)"
"4/23/2024","4/23/2024","4/25/2024","SNOW","Snowflake
CUSIP: 833445109","Buy","10","$151.64","($1,516.40)"
"4/23/2024","4/23/2024","4/25/2024","SNOW","Snowflake
CUSIP: 833445109","Buy","10","$151.75","($1,517.54)"
"4/23/2024","4/23/2024","4/24/2024","TSLA","TSLA 4/26/2024 Put $139.00","BTC","2","$4.05","($810.06)"
"4/23/2024","4/23/2024","4/24/2024","TSLA","TSLA 4/26/2024 Call $160.00","STO","2","$1.75","$349.92"
"4/23/2024","4/23/2024","4/23/2024","","Gold Subscription Fee","GOLD","","","($5.00)"
"4/22/2024","4/22/2024","4/23/2024","TSLA","TSLA 4/26/2024 Put $139.00","STO","1","$7.22","$721.95"
"4/22/2024","4/22/2024","4/23/2024","TSLA","TSLA 4/26/2024 Put $139.00","STO","1","$7.22","$721.95"
